Muestra	Pragmático.N	Reflexivo.N	Activo.N	Teórico.N	Pragmático	Reflexivo	Activo	Teórico	Marca_temporal	Pograma	Universidad	área_estudio	nivel_académico	etapa_estudio	institución_escolar	preuniversitario	multi_carrera	desempeño_anterior	trabaja	experiencia_laboral	edad	edad2	tecnológico	tecnológico2	origen_geo	territorio	movilidad	lengua	idiomas	etnia	religión	nivel_socioeconómico	nivel_socioeconómico2	clase_social	func_física	func_cognitiva	func_cognitiva2	género	sexo	orientación_sexual	motivación	objetivo	proyección	estilo_VARK	1. ¿Cuál es el resultado de tu preferencia de aprendizaje según el cuestionario?
M180	12	14	10	10	Baja	Baja	Moderada	Muy baja	2026/04/10 7:09:42 p. m. GMT-4	Ing. Telecomunicaciones	UNSA	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al medio	Público	No	Sí	Tercio medio	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel bajo: Conocimiento y manejo limitado de herramientas digitales	Bajo	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Adventismo	Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Evitar el desempleo o quedarme rezagado frente a mis pares (evitar consecuencias negativas).	Evitar reprobar materias o abandonar los estudios.	Quiero estabilidad material y financiera (seguridad económica).	AK	Multimodal (AK)
M181	14	19	5	19	Moderada	Alta	Muy baja	Muy alta	2026/04/10 7:10:45 p. m. GMT-4	Artes con especialidad en plásticas	UNSA	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al inicio	Público	Sí	No	Tercio superior	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Agnosticismo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Recibir distinciones o premios académicos.	Quiero crear mi propio proyecto o empresa (emprendimiento).	K fuerte	Kinestésico, fuerte
M182	11	14	5	16	Baja	Baja	Muy baja	Moderada	2026/04/10 7:14:17 p. m. GMT-4	INGENIERÍA MECÁNICA	UNSA	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al inicio	Privado	No	No	Tercio medio	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Quechua	Monolingüe	Indígena Quechua	Deísmo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Subclase o clase popular	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Recibir distinciones o premios académicos.	Quiero equilibrio entre trabajo, familia y salud (equilibrio vida-trabajo).	VK	Multimodal (VK)
M183	15	18	7	16	Moderada	Alta	Muy baja	Moderada	2026/04/10 7:18:56 p. m. GMT-4	Artes plásticas	UNSA	Artes y diseño	Pregrado (o grado universitario)	Al medio	Público	Sí	No	Tercio superior	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Movilidad nacional (a otra región o ciudad de Perú)	Español	Monolingüe	Mestizo	Ninguna	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Adquirir conocimientos.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	VARK	Multimodal (VARK)
M184	15	18	10	18	Moderada	Alta	Moderada	Alta	2026/04/10 7:23:41 p. m. GMT-4	Economía 	UNSA	Ciencias económicas, administrativas y empresariales	Pregrado (o grado universitario)	Al inicio	Público	Sí	No	Tercio superior	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Nacional (otras regiones de Perú)	Zona urbana	Movilidad nacional (a otra región o ciudad de Perú)	Español	Monolingüe	Mestizo	Catolicismo	Nivel B: Ingreso familiar entre S/5,000 y S/25,000	Nivel B	Clase media	Limitaciones visuales	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Adquirir conocimientos.	Quiero continuar con posgrados o especializaciones (estudios avanzados).	VARK	Multimodal (VARK)
M185	13	14	13	16	Moderada	Baja	Moderada	Moderada	2026/04/10 7:33:11 p. m. GMT-4	ingeniería de industria alimentaria 	UNSA	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al medio	Público	No	No	Tercio superior	Sí	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel bajo: Conocimiento y manejo limitado de herramientas digitales	Bajo	Nacional (otras regiones de Perú)	Zona rural	Movilidad nacional (a otra región o ciudad de Perú)	Quechua	Bilingüe	Indígena Quechua	Catolicismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase trabajadora	Limitaciones visuales	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Adquirir conocimientos.	Quiero crear mi propio proyecto o empresa (emprendimiento).	V media	Visual, media
M186	16	18	9	16	Moderada	Alta	Baja	Moderada	2026/04/10 7:41:48 p. m. GMT-4	Marketing	UNSA	Ciencias económicas, administrativas y empresariales	Pregrado (o grado universitario)	Al inicio	Público	Sí	No	Tercio medio	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Catolicismo	Nivel C: Ingreso familiar entre S/3,000 y S/5,000	Nivel C	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Adquirir conocimientos.	Quiero continuar con posgrados o especializaciones (estudios avanzados).	V fuerte	Visual, fuerte
M187	14	17	11	15	Moderada	Moderada	Moderada	Moderada	2026/04/10 7:42:13 p. m. GMT-4	Gestión de Empresas 	UNSA	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al inicio	Privado	No	No	Tercio medio	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Bilingüe	Mestizo	Catolicismo	Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Obtener mejores oportunidades laborales o económicas (expectativa de beneficio económico o laboral).	Recibir distinciones o premios académicos.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	VRK	Multimodal (VRK)
M188	8	9	11	9	Muy baja	Muy baja	Moderada	Muy baja	2026/04/10 7:42:32 p. m. GMT-4	Contabilidad 	UNSA	Ciencias económicas, administrativas y empresariales	Pregrado (o grado universitario)	Al inicio	Público	Sí	Sí	Tercio superior	Sí	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel bajo: Conocimiento y manejo limitado de herramientas digitales	Bajo	Local (región de Arequipa)	Zona rural	Sin experiencia de movilidad	Quechua	Multilingüe	Indígena Aymara	Protestantismo (evangélicos y pentecostalismo)	Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Dislexia	Dislexia	Mujer	Femenino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Obtener buenas calificaciones.	Quiero crear mi propio proyecto o empresa (emprendimiento).	A fuerte	Auditivo, fuerte
M189	15	18	6	11	Moderada	Alta	Muy baja	Muy baja	2026/04/10 7:48:23 p. m. GMT-4	ing. metalurgica	UNSA	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al inicio	Público	Sí	No	Tercio medio	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona rural	Movilidad nacional (a otra región o ciudad de Perú)	Español	Bilingüe	Mestizo	Catolicismo	Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Clase trabajadora	Limitaciones visuales	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Femenino	Asexual	Lograr mayor reconocimiento social o prestigio profesional.	Hacer vínculos y contactos útiles.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	VK	Multimodal (VK)
M190	14	17	10	20	Moderada	Moderada	Moderada	Muy alta	2026/04/10 7:52:36 p. m. GMT-4	Enfermería 	UNSA	Ciencias de la salud	Pregrado (o grado universitario)	Al inicio	Público	Sí	No	Tercio superior	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Nacional (otras regiones de Perú)	Zona urbana	Movilidad nacional (a otra región o ciudad de Perú)	Español	Monolingüe	Mestizo	Deísmo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Obtener mejores oportunidades laborales o económicas (expectativa de beneficio económico o laboral).	Obtener buenas calificaciones.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	K media	Kinestésico, media
M191	14	14	16	12	Moderada	Baja	Alta	Baja	2026/04/10 8:00:12 p. m. GMT-4	Economía / Economía	UNSA	Ciencias económicas, administrativas y empresariales	Pregrado (o grado universitario)	Al inicio	Privado	No	No	Tercio medio	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Nacional (otras regiones de Perú)	Zona urbana	Movilidad nacional (a otra región o ciudad de Perú)	Español	Bilingüe	Mestizo	Catolicismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Hacer vínculos y contactos útiles.	Quiero crear mi propio proyecto o empresa (emprendimiento).	VAK	Multimodal (VAK)
M192	14	17	14	17	Moderada	Moderada	Alta	Alta	2026/04/10 8:36:29 p. m. GMT-4	Filosofia 	UNSA	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al inicio	Público	Sí	No		No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Nacional (otras regiones de Perú)	Zona rural	Movilidad nacional (a otra región o ciudad de Perú)	Quechua	Monolingüe	Indígena Quechua	Catolicismo	Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Subclase o clase popular	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Interés en aprender y descubrir cosas nuevas (orientación al conocimiento).	Obtener buenas calificaciones.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	R muy fuerte	Lectura/Escritura, muy fuerte
M193	16	14	10	18	Moderada	Baja	Moderada	Alta	2026/04/10 8:53:47 p. m. GMT-4	ING EN TELECOMUNICACIONES	UNSA	Ingenierías y Tecnologías	Pregrado (o grado universitario)	Al inicio	Público	Sí	No	Tercio medio	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Agnosticismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Subclase o clase popular	Limitaciones visuales	Dislexia	Dislexia	Hombre	Masculino	Heterosexual	Superación personal y alcanzar metas propias.	Adquirir conocimientos.	Quiero participar y aportar en iniciativas sociales (impacto social).	VARK	Multimodal (VARK)
M194	14	17	12	15	Moderada	Moderada	Moderada	Moderada	2026/04/10 9:02:45 p. m. GMT-4	Artes Música 	UNSA	Artes y diseño	Pregrado (o grado universitario)	Al inicio	Público	No	No	Tercio medio	Sí	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel bajo: Conocimiento y manejo limitado de herramientas digitales	Bajo	Local (región de Arequipa)	Capital de país	Sin experiencia de movilidad	Español	Bilingüe	Mestizo	Catolicismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Hombre	Masculino	Heterosexual	Superación personal y alcanzar metas propias.	Adquirir conocimientos.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	V media	Visual, media
M195	12	15	11	12	Baja	Baja	Moderada	Baja	2026/04/10 9:11:13 p. m. GMT-4	Química	UNSA	Ciencias naturales y exactas	Pregrado (o grado universitario)	Al inicio	Público	Sí	No	Tercio superior	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Otro o ninguno	Catolicismo			Clase media	Limitaciones visuales	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Adquirir conocimientos.	Quiero estabilidad material y financiera (seguridad económica).	AK	Multimodal (AK)
M196	11	19	10	14	Baja	Alta	Moderada	Moderada	2026/04/10 9:13:02 p. m. GMT-4	Literatura y Lingüística 	UNSA	Ciencias sociales y humanidades	Pregrado (o grado universitario)	Al inicio	Público	Sí	No		No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel bajo: Conocimiento y manejo limitado de herramientas digitales	Bajo	Nacional (otras regiones de Perú)	Zona urbana	Movilidad nacional (a otra región o ciudad de Perú)	Español	Monolingüe	Indígena Quechua	Adventismo	Nivel E: Ingreso familiar menor a S/1,300	Nivel E	Clase media	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Influencia o expectativas de mi familia o entorno social.	Obtener buenas calificaciones.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	A fuerte	Auditivo, fuerte
M197	13	17	8	18	Moderada	Moderada	Baja	Alta	2026/04/10 9:16:06 p. m. GMT-4	Banca y seguros 	UNSA	Ciencias económicas, administrativas y empresariales	Pregrado (o grado universitario)	Al inicio	Público	No	No	Tercio superior	No	Sí	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Sin experiencia de movilidad	Español	Monolingüe	Mestizo	Catolicismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Subclase o clase popular	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Evitar el desempleo o quedarme rezagado frente a mis pares (evitar consecuencias negativas).	Usar esta formación para acceder a posgrados o especializaciones.	Quiero desarrollarme y destacar en mi carrera (realización profesional).	K fuerte	Kinestésico, fuerte
M198	18	15	7	19	Alta	Baja	Muy baja	Muy alta	2026/04/10 9:24:00 p. m. GMT-4	Economía	UNSA	Ciencias económicas, administrativas y empresariales	Pregrado (o grado universitario)	Al inicio	Privado	Sí	No	Tercio superior	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Movilidad internacional (a otro país)	Español	Bilingüe	Mestizo	Agnosticismo	Nivel B: Ingreso familiar entre S/5,000 y S/25,000	Nivel B	Clase media	Limitaciones visuales	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Heterosexual	Obtener mejores oportunidades laborales o económicas (expectativa de beneficio económico o laboral).	Usar esta formación para acceder a posgrados o especializaciones.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	K fuerte	Kinestésico, fuerte
M199	16	19	13	17	Moderada	Alta	Moderada	Alta	2026/04/10 9:25:20 p. m. GMT-4	Biologia 	UNSA	Ciencias naturales y exactas	Pregrado (o grado universitario)	Al inicio	Público	Sí	Sí	Tercio superior	No	No	Estudiante universitario joven (16-24 años)	16-24 años	Nivel intermedio: Manejo adecuado de información y recursos digitales	Intermedio	Local (región de Arequipa)	Zona urbana	Movilidad local (a otra provincia de la región de Arequipa)	Español	Monolingüe	Mestizo	Catolicismo	Nivel D: Ingreso familiar entre S/1,300 y S/3,000	Nivel D	Clase trabajadora	Funcionalidad física típica (sin discapacidad)	Funcionalidad cognitiva típica (sin discapacidad)	Típica	Mujer	Femenino	Bisexual	La carrera que elegí corresponde a mis intereses o pasiones personales (orientación vocacional).	Usar esta formación para acceder a posgrados o especializaciones.	Quiero vivir, estudiar o trabajar en otros países (experiencia internacional).	ARK	Multimodal (ARK)
